pergunta;resposta
Em que estado está localizada a Universidade de Harvard?;Massachusetts
Qual é a afiliação religiosa original da faculdade inicial de Harvard?;Congregacionalista e unitarista
Qual foi o ano de fundação da Universidade de Harvard?;1636
Quem foi a primeira mulher a liderar a Universidade de Harvard como reitora?;Drew Gilpin Faust
Em quantas unidades acadêmicas a Universidade de Harvard está organizada?;onze unidades acadêmicas
Qual é o tamanho do campus principal da Universidade de Harvard?;85 hectares
Qual é a profissão de Robert Morris, que possui alma mater Harvard University?;criptógrafo
Em que esporte Harvard compete em nível intercolegial?;42 esportes intercolegiais
Qual é o tamanho aproximado do orçamento anual da Universidade de Harvard?;30 bilhões de dólares
Qual é o assunto da categoria da Universidade de Harvard no Wikimedia Commons?;Category:Universities and colleges in Cambridge, Massachusetts
