pergunta;resposta
Que tipo de universidade é a Universidade de Chicago?;uma universidade de pesquisa privada sem fins lucrativos
Onde está localizada a Universidade de Chicago?;em Chicago, Illinois
Quantas escolas profissionais a Universidade de Chicago possui?;sete
Em quantas divisões de pesquisa acadêmica está organizada a Universidade de Chicago?;cinco
Qual foi uma contribuição significativa da Universidade de Chicago na área científica?;o desenvolvimento da primeira reação nuclear autossustentável do mundo, Chicago Pile-1
Qual é o nome da maior editora universitária dos Estados Unidos associada à Universidade de Chicago?;University of Chicago Press
Quantos ganhadores do Prêmio Nobel estão afiliados à Universidade de Chicago?;98
Qual é o ranking global da Universidade de Chicago na USNWR?;15º lugar
Qual laboratório nacional administra a Universidade de Chicago?;Fermi National Accelerator Laboratory e Argonne National Laboratory
Quem é um ex-aluno proeminente da Universidade de Chicago?;Barack Obama
