pergunta;resposta
Quem eram os principais aliados dos franceses durante a Guerra Franco-Indígena?;Algonquinos e hurões
Qual foi o ano da queda de Louisbourg na Guerra Franco-Indígena?;1758
Quem subiu ao poder na Grã-Bretanha em julho de 1757 e conduziu a guerra com habilidade e vigor?;Pitt, o Velho
Em qual ano ocorreu a ocupação de Montreal pela força britânica?;1760
Qual foi a data de início da Guerra Franco-Indígena?;1754
Quais foram as duas maiores potências envolvidas na Guerra Franco-Indígena?;Colônias britânicas e Nova França
Qual foi o nome do general que liderou a força britânica em 1755, enfrentando um desastre na Batalha de Monongahela?;Edward Braddock
Quem era um dos principais comandantes franceses durante a Guerra Franco-Indígena?;Marquis Duquesne
Qual foi o resultado da Batalha de Ticonderoga em 1759 para os britânicos?;vitória
Quais foram as baixas registradas durante a Guerra Franco-Indígena?;1,500 mortos
