pergunta;resposta
Qual foi a guerra maior que abrigou a Guerra Francesa e Indiana?;Guerra dos Sete Anos e Guerra dos Sessenta Anos
Quantas baixas totais foram registradas na Guerra Francesa e Indiana?;1.500
Quais tribos indígenas norte-americanas participaram como combatentes?;Algonquins, Catawba, Ojibwa, Shawnee e Confederação Wabanaki
Quais foram os comandantes principais do lado francês?;Chevalier de Lévis e Marquis Duquesne
Quantos soldados aproximados estavam envolvidos na guerra?;10.000
Qual foi o papel dos governadores coloniais britânicos nos estágios iniciais da guerra?;Organizaram encontros com o general Edward Braddock para planejar ataques aos franceses
Qual foi o resultado da Guerra dos Sete Anos em relação à Guerra Francesa e Indiana?;A vitória britânica levou à perda de territórios franceses na América do Norte
Como a Guerra Francesa e Indiana contribuiu para a Revolução Americana?;Aumentou a tensão entre colonos britânicos e o governo devido aos custos e territorial ganho
Qual foi a importância da Batalha de Monongahela em 1755?;Derrota do general Edward Braddock, mostrando a eficácia das forças francesas e indígenas
Como a guerra alterou os territórios britânicos e franceses na América do Norte?;A Grã-Bretanha conquistou territórios franceses, redefinindo as fronteiras coloniais
