pergunta;resposta
Quem formulou originalmente o conceito de desobediência civil?;Henry David Thoreau
Qual movimento de direitos civis nos EUA era conhecido por utilizar a desobediência civil contra a segregação racial?;Movimento dos Direitos Civis (Martin Luther King)
Qual evento de 2021 em Montenegro utilizou métodos de desobediência civil?;Protestos de entronização episcopal
Qual país teve uma ondulação de protestos em 2020 relacionada à desobediência civil?;Quirguistão
Qual organização não governamental utiliza a desobediência civil como estratégia?;Ruckus Society
Qual categoria de ações coletivas inclui a desobediência civil?;Direta
Qual revolta na Coreia do Sul está associada à desobediência civil?;Levante de Gwangju
Qual protesto em 2018-2019 no Irã utilizou a desobediência civil contra greves gerais?;Greves gerais e protestos iranianos de 2018-2019
Qual movimento no Paquistão está relacionado à desobediência civil contra leis religiosas?;Protestos contra o véu obrigatório
Qual evento de 2017 na Sérvia utilizou métodos de desobediência civil?;Protestos da oposição
