pergunta;resposta
De onde o Reno.origin?;Suíça.
Quais países o Reno atravessa?;Alemanha, França, Holanda e Suíça.
Qual é o nome de um dos Pontes que cruza o Reno?;Emmerich Rhine Bridge.
Quais rios se juntam ao Reno?;Birsig, Wupper e Nahe.
Onde o Reno deságua?;No mar do Norte, no delta Reno-Mosa-Escalda.
Qual subdivisão na França está associada ao Reno?;Alsace.
O que foi nomeado em homenagem ao Reno?;Verkehrsverbund Rhein-Ruhr e o navio De Rijn (1825).
Em qual local foram realizados os Campeonatos Europeus de Remo de 1907?;No Reno.
Qual rio alemão deságua no Reno?;Ruhr.
Qual é a elevação do Reno em sua foz?;0,0 metros.
