pergunta;resposta
What is the area of Victoria in square kilometers?;227,444
What is Victoria's February record low temperature in Celsius?;-3.9
What is the nominal GDP per capita of Victoria?;AU$68,996
What type of postal code does Victoria use?;Postcodes in Australia
What is the subdivision name of Victoria?;Australia
Where was Owen Dixon born?;Victoria
Where was Margaret Geddes born?;Victoria
Where is the Melbourne Convention and Exhibition Centre located?;Victoria
What area does Victorian Railways serve?;Victoria
Where is the headquarters of Vision Australia located?;Victoria
