pergunta;resposta
Qual é a definição de um número primo?;A número primo é aquele que tem apenas dois divisores: 1 e ele mesmo.
O que se chama o oposto de um número primo?;O número composto.
Como pode ser representado qualquer número inteiro maior que 1?;Como um produto de números primos.
Qual teorema define o papel fundamental dos números primos na aritmética?;O Teorema Fundamental da Aritmética.
Qual método ajuda a encontrar números primos até um limite especificado?;A Criba de Eratóstenes.
Quem descobriu o maior número primo conhecido atualmente?;Landon Curt Noll e George Woltman, entre outros.
Qual é o tipo de número primo mais conhecido e estudado?;Os números primos de Mersenne.
Quantos números primos pares existem?;Só um: 2.
Qual é um teste eficiente para a primalidade de grandes números?;O teste de primalidade de Miller-Rabin.
Qual outro teste eficiente para a primalidade existe?;O teste de primalidade AKS.
