pergunta;resposta
Qual é o nome chinês da dinastia Yuan?;元朝
Qual foi o nome oficial da dinastia Yuan?;大元
Quem fundou a dinastia Yuan?;忽必烈·哈囊
Qual império Mongol a dinastia Yuan conquistou e governou?;Mongol Empire
Qual foi a capital principal da dinastia Yuan?;大都 (Shangdu)
Quanto durou a dinastia Yuan?;1271–1368
Qual conflito importante a dinastia Yuan enfrentou?;Mongol conquest of the Song dynasty
Qual dinastia veio antes do Yuan no poderio na China?;宋朝 (Song Dynasty)
Qual dinastia sucedeu o Yuan na China?;明朝 (Ming Dynasty)
Quem liderou os Mongóis na conquista da Dinastia Song?;忽必烈
