pergunta;resposta
Qual é o apelido de Jacksonville, Florida, que inclui 'The Bold New City of the South'?;Jacksonville
Qual é a densidade populacional de Jacksonville, Florida, por km²?;490.63
Em qual ano foi realizado o Super Bowl em Jacksonville?;2005
Qual é a população de Jacksonville, Florida, segundo os dados de 2020?;Quase 950.000
Qual banda musical tem origem em Jacksonville, Florida?;38 Special
Qual é a população da área metropolitana de Jacksonville, Florida?;1.733.937
Qual equipe esportiva realizou sua temporada em Jacksonville em 2015?;Fort Lauderdale Strikers
Quem nasceu em Jacksonville, Florida?;Butch Trucks
Qual é o nome do parque histórico estadual próximo a Jacksonville?;Yellow Bluff Fort Historic State Park
Qual é a posição de Jacksonville no ranking de população dos Estados Unidos?;12ª
