pergunta;resposta
Quando foi fundada a Dinastia Yuan?;1206
Qual imperador estabeleceu a capital da Dinastia Yuan em Dadu?;Kublai Khan
Qual é o nome chinês de Kublai Khan?;忽必烈 (Hūbìyuè)
O que caracteriza a administração da Dinastia Yuan na China?;Adaptação do sistema político mongol à realidade chinesa
Qual foi um efeito cultural da dominação mongola na China?;Influência da arte e arquitetura mongolas na cultura chinesa
Quem foi o último imperador da Dinastia Yuan?;Biyon
Qual revolta marcou o fim da Dinastia Yuan?;Revolução dos Tricôrneos
O que significava a palavra 'Yuan' no contexto histórico?;Longo ou profundo
Qual foi um aspecto econômico da administração yuan?;Imposto territorial sobre terras e comerciantes estrangeiros
Como a Dinastia Yuan tratou os jin no nordeste da China?;Concedendo autonomia política e administrativa
