pergunta;resposta
Qual é o número atômico do oxigênio?;8
Qual a porcentagem aproximada de oxigênio na atmosfera terrestre?;20,8%
A qual família de elementos o oxigênio pertence?;calcogênios
Qual o tipo de composto que o oxigênio forma mais comumente?;óxidos
Em termos de abundância, qual a posição do oxigênio entre os elementos?;terceiro
Qual a combinação atômica que resulta no dioxigênio?;dois átomos de oxigênio
Qual cientista é frequentemente associado à descoberta do oxigênio?;Priestley
Qual a principal característica do oxigênio que o torna essencial para a vida?;suporte à respiração e combustão
Qual a forma mais comum de oxigênio encontrada na atmosfera?;gás diatômico (O2)
Aproximadamente, qual a porcentagem de oxigênio na crosta terrestre?;quase metade
