pergunta;resposta
Quando foi fundada a Dinastia Yuan?;1271
Qual era o nome mongol da Dinastia Yuan?;Dai-ön Yeke Mongγol Ulus
Qual era a capital da Dinastia Yuan?;Khanbaliq (atual Pequim)
Quem fundou a Dinastia Yuan?;Kublai Khan
Qual foi o título de Kublai Khan na Dinastia Yuan?;Khagan-Emperor
Quando a Dinastia Yuan terminou?;1368
Qual foi um dos eventos militares associados à Dinastia Yuan?;Batalha de Lake Poyang
Quem foi um monge lótico importante durante a Dinastia Yuan?;Nasr al-Din (Yunnan)
Qual foi a moeda utilizada na Dinastia Yuan?;Cash (moeda chinesa)
Qual foi um dos templos estabelecidos durante a Dinastia Yuan?;Xiyuan Temple
