pergunta;resposta
What is the population of Jacksonville, Florida?;1,345,596
How many residents does Jacksonville have in 2010?;1.345.596
Which state is Jacksonville a part of?;Florida
When did the city become a part of the Duval County?;1968
What river flows near Jacksonville?;St. Johns
How many inches of rain does Jacksonville receive annually?;Approximately 7.6 inches
Which sports team is associated with the city.;The Bold New City of the South
Where was Jackson born?;o Timucua
What is the name of a historical figure from the city?;Andrew Jackson
How far is Jacksonville from other notable cities?;.
