pergunta;resposta
Quando foi eleito o atual líder do Parlamento Escocês?;2021-05-13
Quem é o atual Presidente do Parlamento Escocês?;Alison Johnstone
Quais são alguns comitês do Parlamento Escocês?;"Economy, Energy and Tourism; Education, Lifelong Learning and Culture; Equal Opportunities; Europe and External Relations; Finance; Local Government and Communities; Rural Affairs and Environment; Scottish Parliamentary Pensions Scheme; and Climate Change"
Qual é o sistema de votação utilizado no Parlamento Escocês?;Additional member system
Onde são realizadas as reuniões do Parlamento Escocês?;Scottish Parliament Building
Qual é o atual período legislativo do Parlamento Escocês?;6th Scottish Parliament
Há um diagrama de estrutura disponível para o Parlamento Escocês?;Scottish-parliament.svg
Em quais locações o Parlamento Escocês está localizado?;"Edinburgh; Scotland"
Quando foi realizada a última eleição?;2021-05-06
Qual é a data prevista para a próxima eleição?;--05-07
