pergunta;resposta
Qual é o nome comum dos ctenóforos?;carambolas-do-mar ou águas-vivas-de-pente
Em quais tipos de águas os ctenóforos são encontrados?;água oceânicas e estuarinas
O que caracteriza fisicamente os ctenóforos na água?;presença de pentes formados por grupos de cílios
Qual é o tamanho mínimo dos adultos ctenóforos?;cerca de 1 mm
O que os ctenóforos usam para se locomover na água?;cílios
Em qual período o grupo Ctenophora está presente no registo fóssil?;Cambriano
Qual é uma característica física dos ctenóforos que os faz parecerem semelhantes a medusas?;presença de uma mesogleia gelatinosa e transparência das suas membranas
Quais são as três subdivisões do filo Ctenophora mencionadas no texto?;*Tentaculata, *Nuda, *Scleroctenophora
Quem descreveu o filo Ctenophora pela primeira vez?;Eschscholtz, 1829
Qual é a espécie-tipo dos ctenóforos mencionada no texto?;Mnemiopsis leidyi
