pergunta;resposta
O que é Ctenophora?;filo de animais marinhos com distribuição cosmopolita
Como os ctenóforos se locomovem?;utilizando grupos de cílios formando 'pentes
Qual o tamanho máximo de um ctenóforo?;1,5 m de comprimento
Quais são os nomes comuns de Ctenophora?;carambolas-do-mar ou águas-vivas-de-pente
O que diferencia os ctenóforos das medusas?;semelhanças são convergência evolutiva, não relacionamento filogenético próximo
Onde os ctenóforos são encontrados?;nas águas oceânicas e estuarinas
O que significa o nome Ctenophora em grego?;κτείς kteis 'pente' e φέρω pherō 'portador
Quais são as classes de Ctenophora?;Tentaculata, Nuda, Scleroctenophora
Desde quando os ctenóforos estão presentes no registro fóssil?;desde o Cambriano
O que os ctenóforos utilizam para digestão e respiração?;fluxo de água através da cavidade do corpo
