pergunta;resposta
Qual é o nome comum dos Ctenophora?;Águas-vivas-de-pente ou carambolas-do-mar
Quais são as principais características distintivas dos Ctenophora?;Pentes formados por grupos de cílios que utilizam para nadar, morfologia globular e transparência das suas membranas
Qual é o tamanho adulto médio dos Ctenophora?;De cerca de 1 mm a 1,5 m de comprimento
Como os Ctenophora se locomovem?;Utilizando cílios
Os Ctenophora são animais coloniais ou não coloniais?;Não coloniais
Em que período do tempo geológico os Ctenophora apareceram pela primeira vez no registro fóssil?;No Cambriano
Qual é a subdivisão dos Ctenophora?;*Tentaculata, *Nuda, *Scleroctenophora
Os Ctenophora são bioluminescentes?;Sim
Qual é o hiperônimo dos Ctenophora?;Ctenophora
Os Ctenophora são animais marinhos planctónicos ou bentónicos?;Maioritariamente planctónicos, alguns bentónicos
Qual é o nome científico dos Ctenophora?;Ctenophora
