pergunta;resposta
Quem formulou o conceito de desobediência civil?;Henry David Thoreau
O que a desobediência civil protesta contra?;Leis consideradas injustas ou governos opressores.
Qual exemplo histórico destacou a desobediência civil na Índia?;Movimento de independência conduzido por Mahatma Gandhi.
Como é classificada a ação da desobediência civil?;Ação direta não violenta.
Qual grupo canadense utiliza métodos de desobediência civil?;Occupy Canada
Em qual ano a República Democrática do Congo teve protestos usando desobediência civil?;2017
Qual é a principal finalidade da desobediência civil?;Protestar contra leis ou condições consideradas injustas.
Quem foi um líder que usou desobediência civil na luta pelos direitos civis nos EUA?;Martin Luther King Jr.
Qual foi um método de ação de protesto em Montenegro recentemente?;Protestos episcopais de 2021
Que movimento polonês utilizou desobediência civil em 2020?;Protestos LGBTT da Polônia.
