pergunta;resposta
Qual é o PIB per capita de Victoria em comparação com outros estados da Austrália?;quarto
Qual é a extensão territorial de Victoria em quilômetros quadrados?;227.444
Qual cidade é a capital de Victoria?;Melbourne
Qual é a temperatura mais baixa registrada em fevereiro em Victoria?;-3,9 °C
Quantos mineiros morreram durante a epidemia de tifo em 1854 em Victoria?;mais de 1.000
Qual é a característica mais marcante da economia de Victoria?;diversificada
Qual região de Victoria é conhecida por sua influência asiática?;Bendigo
Qual foi o local dos motins da Lambing Flat?;Nova Gales do Sul.
Onde ocorreu o tumulto de 1857 em Victoria?;Buckland,
Qual é o nome do maior estádio da Austrália localizado em Victoria?;Melbourne Cricket Ground (MCG)
