pergunta;resposta
Quem cunhou o termo 'sistema imunitário'?;Ilya Ilyich Mechnikov
Qual é a função principal do sistema imunitário?;Proteger o organismo contra doenças detectando agentes patogênicos e distinguindo-os do tecido saudável
Qual é a base da vacinação?;A imunidade adquirida e a memória imunológica
Qual é um exemplo de doença autoimune mencionada no texto?;Artrite reumatóide
Qual célula do sistema imunitário está relacionada a reações alérgicas?;Célula mastigante
Qual é a causa principal da imunodeficiência mencionada no texto?;Atividade do sistema imunitário inferior ao normal, como em casos de HIV/SIDA
Qual é a função dos linfócitos T no sistema imunitário?;Coordenar a resposta imune e atacar diretamente células infectadas
Qual é o papel da fagocitose no sistema imunitário?;Engolir e destruir agentes patogênicos
Qual é a causa da alergia alimentar mencionada no texto?;Reação hiperativa do sistema imunitário a substâncias alimentares
Qual é a função do sistema complemento no sistema imunitário?;Ajudar na detecção e neutralização de agentes patogênicos
