pergunta;resposta
Quais são as principais células envolvidas na resposta imunológica?;Células brancas do sangue (leucócitos).
Qual a função dos anticorpos no sistema imunológico?;Neutralizar patógenos e marcá-los para serem destruídos.
Qual a diferença entre imunidade inata e adaptativa?;A imunidade inata é imediata e não específica, enquanto a adaptativa é específica e possui memória imunológica.
Quais células apresentam antígenos às células T?;Células apresentadoras de antígeno (APCs).
Qual a função do baço no sistema imunológico?;Filtrar o sangue e remover patógenos e células danificadas.
Qual a principal função do sistema linfático?;Transportar linfa e auxiliar na defesa contra infecções.
Quais células são parte do sistema imunológico adaptativo?;Células B e células T.
Qual é a função do timo no sistema imunológico?;Maturo as células T para reconhecer antígenos.
Qual é o mecanismo de ação de uma vacina?;Estimular a produção de células imunológicas e formar memória imunológica.
Qual o papel dos citocinas no sistema imunológico?;Mediar a comunicação entre células do sistema imunológico.
