pergunta;resposta
Qual é a capital e maior cidade da Polônia?;Varsóvia
Qual rio corta a cidade de Varsóvia?;Vístula
Qual evento em 1943 levou à destruição do Gueto de Varsóvia?;Levante do Gueto de Varsóvia
Qual instituição internacional tem sede em Varsóvia?;Frontex
Qual título foi dado a Varsóvia após a reconstrução pós-Segunda Guerra Mundial?;Phoenix City
Quantos habitantes Varsóvia tinha em 2012 segundo o texto?;1 716 855
Qual é o nome da universidade mais antiga de Varsóvia?;Universidade de Varsóvia
Qual é o nome do monumento localizado em Varsóvia homenageando aviadores?;Aviator Monument
Qual é a temperatura mais alta registrada em abril em Varsóvia?;30,4°C
Que tratado internacional é associado ao nome de Varsóvia segundo o texto?;Pacto de Varsóvia
