pergunta;resposta
Qual é o objetivo do movimento de reavivamento islâmico?;estabelecer a sharia como a base do governo.
Em que aspectos da vida os islamitas se integram?;na educação, na justiça, na saúde e em outros setores sociais.
O que é o objetivo do islamismo no governo?;implantar um governo baseado nas leis islâmicas.
Como os movimentos islâmicos diferentes descrevem uns aos outros?;alguns veem a necessidade de uma revolução, enquanto outros defendem reformas gradualmente.
Qual é um método que os islamitas radicais usam para alcançar o poder político?;a tomada do poder por meio da revolução ou invasão.
Em que processo moderados e reformistas trabalham?;dentro de um quadro democrático.
Qual é a origem do Hamas?;foi fundado na Palestina nos anos 1980.
Qual é o objetivo principal de grupos como o Hezbollah e o Hamas?;eliminar Israel como estado e estabelecer a sharia no Líbano e na Palestina.
O que os grupos islâmicos radicais rejeitam inteiramente?;a democracia e a liberdade de expressão.
Em que base os ataques de organizações radicais são conduzidos?;em motivações religiosas.
