pergunta;resposta
Qual é o número atômico do oxigênio na tabela periódica?;8.
Quem foi o primeiro a descobrir o oxigênio?;Joseph Priestley.
O que é responsável por 20,8% da atmosfera terrestre?;O gás diatômico de oxigênio (O2).
Quantos átomos de oxigênio se unem para formar o dioxigênio?;Dois átomos.
O que é a segunda electronegatividade mais elevada no oxigênio?;Superada apenas pelo flúor.
Qual é o principal composto orgânico contendo oxigênio?;Proteínas, ácidos nucleicos, carboidratos e lípidos.
O que é a principal forma de oxigênio na atmosfera terrestre?;Gás diatômico (O2).
Qual é o grupo do oxigênio na tabela periódica?;Calcogênio.
Em que condições o oxigênio forma compostos?;Com a maioria dos outros elementos, principalmente formando óxidos.
Quem foi o responsável por identificar a importância do oxigênio na combustão?;Antoine Lavoisier.
