pergunta;resposta
Quem é o primeiro-ministro da Escócia na atualidade?;Nicola Sturgeon
Qual é o nome do partido político que representa a maioria dos parlamentares escoceses?;Partido Popular da Escócia (Scottish National Party - SNP)
Em qual ano foi criado o Parlamento da Escócia?;2007
Qual é a função principal do Parlamento da Escócia?;Administrar políticas específicas para os cidadãos escoceses, além de representá-los no Reino Unido
Quem preside o Parlamento da Escócia?;O primeiro-ministro da Escócia
Em qual cidade está localizado o Parlamento da Escócia?;Edinburgh
Qual é o nome do parlamentar escocês que lidera a maioria dos assentos no Parlamento da Escócia atualmente?;Nicola Sturgeon (da Partido Popular da Escócia)
Em qual região geográfica reside a maior parte da população do Parlamento da Escócia?;Região de Grã-Bretanha Ocidental
Qual é o nome da lei que permite ao Parlamento da Escócia exercer poderes legislativos especiais?;Escritura Constitucional do Reino Unido (Scotland Act of 1998)
Em qual ano a Escócia ganhou o direito de ter um Parlamento próprio e não mais ser representada diretamente pelo Reino Unido?;2014
