pergunta;resposta
Qual é a principal característica da ideologia do Islamismo?;reconstrução da sociedade e do governo de acordo com princípios islâmicos.
Quais grupos se associam à ideologia do Islamismo?;Nahdlatul Ulama, Junud al-Sham, Hamas, Hezbollah, Al-Qaeda, ISIL, Hamas of Iraq, etc.
O que os islâmicos enfatizam em relação à governança?;a implementação da xaria e a criação de Estados islâmicos.
Qual é o principal objetivo da maioria dos grupos associados ao Islamismo?;a reordenação da sociedade e do governo de acordo com a lei islâmica.
Quais são os elementos que os islâmicos rejeitam na sociedade moderna?;influências ocidentais, econômicas e culturais universais.
Qual é a visão do Islamismo sobre a unidade política?;a criação de uma unidade política pan-islâmica.
Quais grupos se opõem à democracia e ao secularismo?;A maioria dos grupos associados ao Islamismo.
Como os islâmicos interpretam a xaria?;Como a base para a lei e a governança.
Quais são alguns exemplos de grupos que se identificam com a ideologia do Islamismo?;Hizb ut-Tahrir, Jamaat-e-Islami, Muslim Brotherhood, etc.
O que o Islamismo busca alcançar em termos de transformação social?;Uma sociedade justa e equitativa baseada nos princípios do Islã.
