pergunta;resposta
O que é um ctenóforo?;filo de animais que vivem em águas marinhas
O que são comumente conhecidos como ctenóforos?;geleias de pente
O que o ctenóforo usa para nadar?;pentes' - grupos de cílios
Qual é a principal características distintiva dos ctenóforos?;Bioluminescentes graus de pente e cílios para movimento
O que são os ctenóforos encontrados em distribuição cosmopolita?;águas oceânicas e estuarinas
Qual é o tamanho do maior ctenóforo adulto?;1,5 metros de comprimento
O que são os ctenóforos conhecidos por serem planctónicos?;grupos de cílios que utilizam pentes para nadoo
Qual a classe biological dos ctenóforos?;Coelenterata
O que é frequentemente associado ao ctenóforo?;medusa
Qual é a hyperâmia do ctenóforo na hierarchicalidade biológica?;Classificação de Coeloplana
