pergunta;resposta
Qual é o número atômico do oxigênio?;8.
Qual elemento tem a segunda maior electronegatividade depois do flúor?;oxigénio
Em que posição o oxigênio se encontra em termos de abundância na crosta terrestre?;mais abundante
Qual é a fórmula do gás diatômico formado por dois átomos de oxigénio?;O2
Quais são os principais compostos inorgânicos que contêm oxigênio nos seres vivos?;conchas, dentes e ossos
Qual é o papel do ozono na atmosfera terrestre?;absorvente de radiação ultravioleta
Quem descobriu o oxigênio por último entre Scheele e Priestley?;Joseph Priestley
Qual é a principal razão para a diminuição da proporção de oxigénio na atmosfera?;emissões de queima de combustíveis fósseis
Por que o nome oxigênio foi escolhido?;pelo acreditar equivocado que todos os ácidos necessitavam de oxigénio
Qual fenômeno ocorre com oxigênio atômico em órbitas terrestres baixas?;provoca a corrosão das naves espaciais
