pergunta;resposta
Qual é o nome do Painel Intergovernamental sobre Mudanças Climáticas?;O nome do Painel Intergovernamental sobre Mudanças Climáticas (Painel Intergovernamental para as Alterações Climáticas, IPCC) é Intergovernmental Panel on Climate Change.
Qual das seguintes classificações não se aplica ao IPCC?;Intergovernmental Panel on Climate Change é do tipo YagoLegalActorGeo
Para qual organização a sede do IPCC está localizada?;A sede da Intergovernmental Panel on Climate Change (IPCC) está em Genebra, Suíça.
Quem é o líder atual do IPCC?;O líder atual do IPCC é Hoesung Lee.
Qual dos seguintes tem relação com a organização-mãe da IPCC?;Intergovernmental Panel on Climate Change pertence à organização-mãe United Nations Environment Program
Em qual ano o primeiro relatório do IPCC foi publicado?;O primeiro relatório do IPCC (Intergovernmental Panel on Climate Change) surgiu em 1990.
Qual é a abreviação utilizada para referir-se ao IPCC?;A abreviação utilizada para referir-se ao IPCC é IPCC.
O IPCC faz parte de qual organização-mãe?;Intergovernmental Panel on Climate Change pertence à organização-mãe United Nations Environment Program
Qual pessoa está associada ao IPCC como autor?;Filippo Giorgi pertence à instituição Intergovernmental Panel on Climate Change.
O IPCC tem sede em Genebra, Suíça. Qual é a relação entre o IPCC e Genebra, Suíça?;Intergovernmental Panel on Climate Change possui sede principal em Geneva
