pergunta;resposta
Qual é a extensão do Reno?;1.230 km
Onde o Reno começa?;na Suíça
Para onde esvazia-se o rio Reno?;no Mar do Norte
Qual é a cidade mais famosa que o Reno atravessa na Alemanha?;Colônia
O Reno faz parte de qual sistema continental maior?;Danúbio)
Qual é a província da França atravessada pelo Reno?;Alsacia
Por quais países o Reno passa?;Austria, Suíça, Alemanha e Holanda
Qual é a altura do nível do mar em que o Reno se esvazia no Mar do Norte?;0 metros acima do nível do mar
Que rio é mencionado frequentemente como um sub-bacia devido ao seu fluxo para o Reno?;Mosela (ou Mosel)
O que define o Reno além de ser um simples rio fluvial?;também uma fronteira entre países europeus
