pergunta;resposta
Qual cientista é considerado o pai da imunologia?;Ilya Ilyich Mechnikov
Quais são os dois principais tipos de células do sistema imunológico?;B_cell e T_cell
Qual é o processo pelo qual o organismo se adapta para reconhecer efetivamente agentes patogênicos específicos?;Imunidade adquirida
Quais são os dois tipos de imunodeficiência?;Imunodeficiência congênita e imunodeficiência adquirida
Qual é o fenômeno em que um sistema imunológico hiperativo ataca tecido normal como se fosse um agente externo?;Autoimunidade
Qual é a área científica que estuda todos os aspectos do sistema imunológico?;Imunologia
Quais são as principais funções dos macrófagos no sistema imunológico?;Fagocitose e apresentação de antígenos
Qual é o processo pelo qual o organismo cria memória imunológica na sequência de uma resposta inicial a um agente específico?;Resposta imune adaptativa
Quais são os dois principais tipos de células linfóides no sangue?;Linfócitos B e T
Qual é o nome dado aos anticorpos produzidos pelos plasmócitos?;Antígenos
