pergunta;resposta
Qual era uma das línguas faladas pelos normandos?;Old Norse
De qual povo germânico os normandos descendiam em grande parte?;Viquingues da Escandinávia
Quais religiões os normandos seguiam historicamente?;Norse paganism e Christianity
Qual castelo foi construído pelos normandos?;Waytemore Castle
De que tipo é o 'Normans' no Wikicat?;WikicatRomancePeoples e WikicatGermanicPeoples
Quem entre os seguintes tinha nacionalidade normanda?;Maid Marian, Richard of Salerno
Qual foi uma das principais conquistas dos normandos na Inglaterra?;A Conquista Normanda da Inglaterra
Quais batalhas tiveram como combatentes os normandos?;Siege of Mahdia, Battle of Montepeloso, Battle of Civitate, Battle of Olivento, Battle of Misilmeri, Battle of Northam
Qual família tem etnia normanda?;Lyons family, Hauteville family
Qual é um estilo arquitetônico seguido por edifícios normandos?;Normans (como em St Bride's Church, Llansantffraed)
