pergunta;resposta
Qual foi a principal razão para a emigração dos huguenotes da França?;a revogação do Édito de Nantes, em 18 de outubro de 1685,
Qual era a denominação religiosa predominante entre os huguenotes?;calvinista
Quantos huguenotes deixaram a França após a revogação do Édito de Nantes?;cerca de 300 000
Quais regiões da França tinham uma maioria de huguenotes alemães luteranos?;Alsácia, Moselle e Montbéliard
Qual documento concedeu aos huguenotes autonomia religiosa, política e militar?;o Édito de Nantes
Qual foi a data da revogação do Édito de Nantes?;18 de outubro de 1685
O que aconteceu com os huguenotes após a revogação do Édito de Nantes?;foram perseguidos e muitos emigraram da França
Quais são exemplos de localidades nos Estados Unidos nomeadas em homenagem aos huguenotes?;Huguenot, Orange County, New York e Huguenot, Staten Island
Qual é o significado histórico do Édito de Nantes?;garantiu aos huguenotes direitos religiosos e políticos durante o período das guerras religiosas
Como os huguenotes eram conhecidos em regiões como a Alsácia e a Moselle?;como alemães luteranos
