pergunta;resposta
Qual é a capital do estado de Vitória, Austrália?;Melbourne
Em que ano Vitória tornou-se uma colônia autogovernada?;1855
Qual é o menor estado da Austrália em área territorial?;Vitória
Qual evento esportivo foi sediado no Melbourne Cricket Ground em 1956?;Jogos Olímpicos de Verão
Qual é a temperatura mais baixa registrada no estado de Vitória, Austrália?;-3,9 °C em fevereiro
Qual é a área territorial do estado de Vitória, Austrália, em quilômetros quadrados?;227444
Qual universidade é a mais antiga de Vitória, Austrália?;Universidade de Melbourne
Qual evento esportivo foi realizado no Melbourne Park em 2006?;Jogos da Commonwealth
Qual é o valor do PIB per capita de Vitória, Austrália?;AU$68996
Em que ano foi estabelecida a Universidade de Melbourne?;1853
