pergunta;resposta
O Black Death começou em qual ano?;Em 1347 e terminou em 1351.
Como a doença se difundiu para o Ocidente após Asia?;Via navios mercantes genoveses.
Qual foi a porcentagem da população européia que teve mortos na Black Death?;Entre 30% e 60%.
Depois de quantos anos a população europeia teve um recuperação parcial da Black Death?;Ainda no século XIX.
Quantas vezes a doença Black Death permaneceu na Europa?;Até o século XX.
Que tipo de doença era a bubonic plague?;Uma epidemia ou pandemía.
O que é a idade das lápides que refletem a Black Death?;Entre 1338 e 1339 anos.
De onde se originou todas as pragas, incluindo a Black Death?;Na China.
O que aconteceu com os negócios e os comércios após a Black Death na China?;Os negócios continuaram ativos, com a Primeiraibandça de 1347-1351.
Quantos milhões de pessoas deram-vam em consequences da Black Death na China?;Cerca de 25 milhões.
