pergunta;resposta
Qual é a segunda maior cidade da Austrália e onde está localizada?;Melbourne, que está localizada no estado de Vitória.
Qual evento esportivo de grande porte sediou o Melbourne Cricket Ground em 1956?;Os Jogos Olímpicos de Verão de 1956.
Qual é o nome do partido político que governa o estado de Vitória desde 2014?;O Partido Trabalhista.
Qual é a principal atividade econômica de Victoria, em termos de geração de empregos?;Setores de serviços, incluindo serviços financeiros e imobiliários, saúde, educação, atacado, varejo, hospitalidade e manufatura.
Qual é o nome da governadora atual de Vitória?;Linda Dessau.
Qual é o nome do estádio que recebe anualmente o Australian Open?;Melbourne Park.
Qual é o nome da mais antiga universidade de Victoria?;A Universidade de Melbourne.
Qual é o nome da primeira subdivisão administrativa de Nova Gales do Sul que incluía grande parte do que hoje é o estado de Vitória?;Distrito de Port Phillip.
Qual é o nome do aeroporto localizado em Victoria?;Wycheproof Airport.
Qual é o nome do rio que possui uma foz em Victoria?;Waltons River.
