pergunta;resposta
Além de escolas não-governamentais, como são chamadas as escolas particulares?;independentes,
Além de esportes e arte, que outro tipo de bolsa existe?;acadêmicas),
Como são financiadas as escolas particulares em vez de impostos?;taxas de matrícula,
O que as escolas particulares podem fazer que as públicas não podem?;selecionar alunos
Qual é o custo anual de escolas preparatórias famosas?;$45.000
Como são chamadas as escolas particulares que não cobram taxas?;sem taxa
Além do Canadá e Reino Unido, qual país não chama universidades de particulares?;Austrália
Em qual região o termo 'particulares' inclui universidades?;América do Norte
Qual é outro nome para o ano 12 da educação?;sexto menor)
Como se chama o ano 13 em alguns sistemas?;sexto superior).
