pergunta;resposta
Qual é o conceito físico que descreve uma grandeza vetorial capaz de alterar a velocidade de um corpo ou causar deformação?;Força
De acordo com as leis da mecânica clássica, qual lei relaciona força com a derivada temporal do momento linear de um objeto?;Segunda Lei de Newton
Qual é o termo utilizado para descrever a capacidade de uma força causar mudanças na velocidade ou direção de um corpo?;Força
Qual unidade de medida está associada à medição de força em física?;Newton (N)
O que é a tensão mecânica ou estresse mecânico?;Uma influência que causa deformação na matéria
Qual tipo de força está associado à resistência atmosférica ao movimento?;Arrasto
O que é o torque?;Uma força que provoca mudanças na velocidade de rotação de um objeto
Qual Lei de Newton afirma que a força resultante sobre um corpo é proporcional à sua aceleração?;Segunda Lei de Newton
O que denomina as influências que causam deformação na matéria?;Estresse mecânico ou tensão mecânica
Qual é o hiperônimo comum para muitas unidades de segurança e defesa, incluindo polícias e forças militares?;Força
