pergunta;resposta
Qual foi a origem dos normandos?;Os normandos eram um povo germânico estabelecido no norte da França, descendentes de vikings da Escandinávia.
Quais idiomas os normandos falavam?;Os normandos falavam Old Norse e Latin.
Qual foi um dos eventos mais conhecidos protagonizados pelos normandos?;A Conquista Normanda da Inglaterra.
Quais regiões foram colonizadas pelos normandos na Europa Mediterrânea?;Os normandos estabeleceram-se na Sicília e no sul da península Itálica.
Qual batalha teve os normandos como combatentes?;A Batalha de Montepeloso teve os normandos como combatentes.
Quem foi um líder conhecido dos normandos na Inglaterra?;Guilherme, o Conquistador, foi um líder normando na Inglaterra.
Qual religião os normandos seguiram inicialmente?;Os normandos seguiram o paganismismo Nórdico.
Quais construções arquitetônicas são associadas aos normandos na Inglaterra?;Castelos medievais, como o Tower of London, são associados aos normandos.
Qual foi a nacionalidade de Richard of Salerno?;Richard of Salerno era normando.
Quais povos estavam relacionados aos normandos na época medieval?;Os normandos estavam relacionados a povos como os gauleses, franceses e vikings.
