pergunta;resposta
Em que ano Varsóvia foi classificada como a 32ª cidade mais habitável do mundo?;2012
Qual é o título dado à cidade de Varsóvia após a Segunda Guerra Mundial?;Phoenix City
Em que ano a população de Varsóvia era estimada em 1,716 milhões?;2012
Qual é o nome do Teatro Nacional na cidade de Varsóvia?;Teatro Nacional
O Tratado de Varsóvia foi assinado em qual local?;Warsaw
Em que ano as deportações da população judaica começaram em Varsóvia?;1943
Qual é a sede principal do Ministério de Finanças (Polônia) na cidade de Varsóvia?;Warsaw
Em que ano a The Economist Intelligence Unit classificou Varsóvia como a 32ª cidade mais habitável do mundo?;2012
Qual é o título da agência de inteligência polonesa localizada em Warsaw?;Frontex, a guarda de fronteira europeia e a agência costeira
O que é considerado como um dos principais centros econômico-financeiros e culturais da Europa em Varsóvia?;Polish Armed Forces, University of Warsaw, Ministry of Public Security (Poland), and Ministry of Finance (Poland)
