pergunta;resposta
Quem é considerado o pai da imunologia?;Ilya Ilyich Mechnikov
Qual é a função principal do sistema imunológico?;Proteger o organismo contra doenças
Quais são os dois tipos principais de imunidade?;Imunidade inata e imunidade adaptativa
O que ocorre quando o sistema imunológico ataca tecidos do próprio corpo?;Autoimunidade
Qual é o termo para uma imunidade insuficiente que causa infecções recorrentes?;Imunodeficiência
Quais células são parte do sistema imunológico?;T cell, B cell, macrófago, neutrófilo, mastófilo
O que é a imunidade adaptativa?;Capacidade de criar memória imunológica para responder eficientemente a patógenos
Qual é um exemplo de doença autoimune?;Artrite reumatóide
O que é um fagócito?;Célula que engole patógenos, como o macrófago ou neutrófilo
Quais células são responsáveis por reconhecer antígenos no sistema imunológico?;Linfócitos, como os B cells e T cells
