pergunta;resposta
Qual é o nome da universidade mencionada no contexto?;Universidade_Harvard
Onde está localizada a Universidade_Harvard?;Em Cambridge, Massachusetts, nos Estados Unidos
Qual é o ano de fundação da Universidade_Harvard?;1636
Qual é o nome do campus principal da Universidade_Harvard?;Cambridge Campus
Qual é a principal característica da Universidade_Harvard em termos de pesquisa?;É reconhecida por suas contribuições em ciências humanas, ciências naturais e tecnologia
Quais são alguns dos alumni mais conhecidos da Universidade_Harvard?;Barack Obama, Bill Gates e Walter Cronkite
Qual é a principal faculdade da Universidade_Harvard?;Faculdade de Humanidades e Ciências
Qual é o nome do principal centro de pesquisa da Universidade_Harvard?;Instituto de Pesquisa Harvard
Qual é o ranking global da Universidade_Harvard de acordo com o QS World University Rankings?;12º lugar
Qual é o nome do centro de tecnologia da Universidade_Harvard?;Instituto de Tecnologia da Harvard
