pergunta;resposta
Qual o principal papel do sistema imunitário?;Defender o corpo contra agentes invasores e substâncias nocivas.
Quais são as duas principais linhas de defesa do sistema imunitário?;Defesas inatas e adaptativas.
As defesas inatas são específicas para cada patógeno?;Não, as defesas inatas são generalizadas e atuam contra uma variedade de patógenos.
Quais células estão envolvidas na defesa inata?;Macrófagos, neutrófilos e células NK.
Como as defesas adaptativas diferem das inatas?;As defesas adaptativas são específicas para cada patógeno e possuem memória imunológica.
Quais células são responsáveis pela imunidade mediada por anticorpos?;Linfócitos B.
Qual o papel dos linfócitos T na resposta imune?;Atacar células infectadas e coordenar a resposta imune.
O que é a memória imunológica?;A capacidade do sistema imunitário de responder mais rapidamente a um patógeno que já encontrou antes.
Como as vacinas ajudam o sistema imunitário?;Expondo o sistema imunitário a um patógeno enfraquecido ou inativo, induzindo a produção de memória imunológica.
O que acontece em uma resposta inflamatória?;Ocorre o aumento do fluxo sanguíneo e a migração de células imunes para o local da infecção ou lesão.
