pergunta;resposta
Qual é o símbolo químico do oxigénio?;O
Qual a principal característica do oxigénio como agente?;forte agente oxidante
Qual a principal aplicação do oxigénio na respiração celular?;componentes orgânicos
Qual é a principal razão para a diminuição da proporção de oxigénio na atmosfera?;emissões de combustíveis fósseis
Qual a principal função do ozono (O3)?;absorver radiação ultravioleta
Qual a descoberta do oxigénio é atribuída a Carl Wilhelm Scheele?;1773
Qual a principal aplicação do oxigénio na soldadura e corte de metais?;comburente
Qual a principal razão para a abundância do oxigénio no universo?;terceiro elemento mais abundante
Qual a principal função do oxigénio na atmosfera de Marte?;substância química
Qual o número atómico do oxigénio?;8
