pergunta;resposta
Quem iniciou o embargo petrolífero em 1973?;Organização dos Países Árabes Exportadores de Petróleo (OPAEP)
Quais foram os países inicialmente alvo do embargo de 1973?;Canadá, Japão, Holanda, Reino Unido e Estados Unidos
Em que mês e ano terminou o embargo petrolífero de 1973?;Março de 1974
Qual foi o aumento no preço do petróleo durante a crise de 1973?;De US$3 para US$12 por barril
Qual termo é usado para descrever a crise petrolífera de 1973?;Primeiro choque do petróleo
Qual evento internacional motivou a proclamação do embargo?;Guerra do Yom Kippur
Qual categoria a crise do petróleo de 1973 está classificada em relação a crises energéticas?;Category:Energy crises
Qual tipo de evento é a crise do petróleo de 1973 segundo os dados fornecidos?;Embargo106660520
Quais países tiveram o embargo expandido após a crise inicial?;Portugal, Rodésia e África do Sul
Qual é o modelo de página wiki usado para a crise do petróleo de 1973?;Template:Petroleum industry
