pergunta;resposta
Quais povos nativos americanos se aliaram aos franceses durante a Guerra Franco-Indígena?;Algonquinos e hurões
Qual foi o fator decisivo para a vitória britânica na Guerra Franco-Indígena?;Controle das linhas de comunicação e poder naval
Qual evento marcou a entrada da Espanha na Guerra Franco-Indígena?;Assinatura do 'pacto de família' entre França e Espanha
Qual foi a consequência da captura de Montreal por parte dos britânicos?;Conclusão da Guerra Franco-Indígena com a vitória britânica
Quem foi o comandante britânico que liderou a captura de Quebec?;James Wolfe
Quantas baixas foram registradas na Guerra Franco-Indígena?;1.500 mortos por ferimentos
Qual arma foi amplamente utilizada durante a Guerra Franco-Indígena?;Long rifle
Qual tribo nativa participou da batalha de Forte Duquesne?;Shawnee
Qual foi o ano da queda de Louisbourg, um marco na Guerra Franco-Indígena?;1758
Como a Guerra Franco-Indígena está relacionada à Guerra dos Sete Anos?;É uma parte da Guerra dos Sete Anos no continente americano
