pergunta;resposta
Quem era o principal líder político que revogou o Édito de Nantes?;Luís XIV
Quantos huguenotes deixaram a França após a revogação do Édito de Nantes?;Cerca de 300 000
Qual foi a data da revogação do Édito de Nantes?;18 de outubro de 1685
Quais eram as principais denominações religiosas dos huguenotes franceses?;calvinistas e membros da Igreja Reformada
Onde os protestantes das regiões de Alsácia, Moselle e Montbéliard eram majoritariamente alemães?;luteranos
Qual grupo é hiperônimo dos Huguenots?;Camisard
Em qual categoria o assunto de Huguenots está incluído?;Category:Huguenot history in France
Qual modelo de página wiki os Huguenots usam?;Template:History of Christianity
Onde a população huguenote era majoritariamente calvinista?;em partes sul e central da França
Quais são alguns exemplos de imagens representativas dos Huguenots?;Huguenot obelisk.jpg, FrenchProtestantChurch.jpg, La masacre de San Bartolomé, por François Dubois.jpg
