pergunta;resposta
Qual o nome grego que deriva 'ctenophora'?;"κτείς kteis 'pente' e φέρω pherō 'portador';"
Onde são comumente encontrados os ctenóforos?;nas águas oceânicas e estuarinas.
Qual é a característica distintiva dos ctenóforos?;a presença de pentes formados por grupos de cílios que utilizam para nadar.
Quem descreveu os ctenóforos e em que ano?;Eschscholtz, 1829.
Qual é o tamanho máximo que um ctenóforo pode atingir?;1,5 m de comprimento.
Como os ctenóforos se locomovem?;utilizando cílios.
Qual é a espécie-tipo dos ctenóforos?;Mnemiopsis leidyi.
Quais são as subdivisões do filo Ctenophora?;"*Tentaculata
*Nuda
*Scleroctenophora"
Com o que os ctenóforos compartilham semelhanças superficiais?;com as medusas pela sua morfologia globosa, presença de uma mesogleia gelatinosa e transparência das suas membranas.
A partir de qual período o registro fóssil dos ctenóforos está presente?;do Cambriano.
