pergunta;resposta
Qual é o nome completo do organismo conhecido como IPCC?;Painel Intergovernamental sobre Mudanças Climáticas
Em que ano o IPCC foi criado?;1988
Qual é o principal objetivo do IPCC?;Sintetizar e divulgar o conhecimento mais avançado sobre as mudanças climáticas, especificamente o aquecimento global, apontando suas causas, efeitos e riscos
Quais organizações estão associadas à criação do IPCC?;Programa das Nações Unidas para o Meio Ambiente (PNUMA) e a Organização Meteorológica Mundial (OMM)
Onde está sediado o IPCC?;Geneva
Qual prêmio o IPCC recebeu em 2007?;Prêmio Nobel da Paz
Qual é o papel do IPCC no estabelecimento de políticas climáticas?;Ser a principal base para o estabelecimento de políticas climáticas mundiais e nacionais
Quais são exemplos de pessoas associadas ao IPCC?;Bert Bolin, Filippo Giorgi, Julia Slingo, Rajendra K. Pachauri e Martti Ahtisaari
Quantos relatórios maiores o IPCC produziu?;Cinco
Qual é a função principal do IPCC de acordo com o contexto?;Reunir e resumir o conhecimento produzido por cientistas de alto nível independentes
