pergunta;resposta
Qual é a principal função do Parlamento da Escócia?;O Parlamento da Escócia é o principal órgão legislativo na Escócia, com poderes para elaborar leis em áreas como educação, saúde e governança local.
Quantos membros compreendem o Parlamento da Escócia?;O Parlamento da Escócia tem 129 membros.
Que tipo de parlamento é a Escócia?;A Escória tem um parlamento devolvido, com poderes para legislar em questões específicas como educação e saúde.
Onde está localizado o Parlamento da Escócia?;O Parlamento da Escócia se reúne no Edimburgo.
Qual é o nome do prédio onde o Parlamento da Escócia realiza suas sessões?;O edifício chamado Scottish Parliament Building.
Quem foi responsável pelo design do Scottish Parliament Building?;O design foi inspirado por elementos escoceses tradicionais, como o padrão de tartã e a fortaleza de Stirling.
Qual é um exemplo de área em que o Parlamento da Escócia tem poderes legais?;O Parlamento da Escócia tem poderes para legislar sobre educação, saúde e governança local.
Que material foi usado na construção do Scottish Parliament Building?;O prédio foi construído com blocos de granito escocês e outros materiais locais.
Quando foi estabelecido o Parlamento da Escócia?;O Parlamento da Escócia foi estabelecido em 1999, após a devolução de poderes do governo britânico para a Escócia.
Qual é um símbolo importante no design do Scottish Parliament Building?;O padrão de tartã escocês é um dos elementos mais notáveis no design do edifício.
