pergunta;resposta
Qual foi o principal conflito envolvendo a Nova França e as colônias britânicas na América do Norte entre 1754 e 1763?;A Guerra Franco-Indígena (também conhecida como Guerra dos Sete Anos na América do Norte).
Quais grupos nativos americanos se alinharam com os franceses durante a Guerra Franco-Indígena?;Algonquinos e Hurões.
Qual foi a principal causa da Guerra Franco-Indígena?;A disputa pelo controle das terras e recursos na região do rio Ohio.
Como a guerra afetou o poder naval britânico?;O bloqueio francês das costas da França, impedindo o poder naval britânico.
Quem foi o primeiro-ministro britânico que liderou a guerra com sucesso?;Pitt, o Velho.
Qual evento marcou um ponto de virada na guerra a favor dos britânicos?;A captura de Quebec em 1759.
Qual foi a consequência da ocupação da ilha de Minorca pelos franceses para os britânicos?;A perda da ilha de Minorca para a França.
Qual foi o impacto da guerra na população das colônias britânicas na América do Norte?;A expulsão dos Acadias.
Qual foi o papel de John Forbes na Guerra Franco-Indígena?;Liderou as forças britânicas na captura de Fort Duquesne.
Qual foi o resultado final da Guerra Franco-Indígena para a Grã-Bretanha?;A aquisição da maior parte das possessões francesas no Canadá.
