pergunta;resposta
Quando foi fundada a Universidade de Harvard?;1636.
Onde está localizado o campus principal da Universidade de Harvard?;No Harvard Yard, em Cambridge, Massachusetts.
Qual ligação a que a Universidade de Harvard pertence?;Ivy League.
Qual é o nome da estátua associada à Universidade de Harvard?;Estátua de John Harvard.
Qual é o nome da maior biblioteca acadêmica dos Estados Unidos?;Biblioteca da Universidade de Harvard.
Qual é o nome do campus localizado em Boston que faz parte da Universidade de Harvard?;Campus de Longwood.
Qual é o valor equivalente da Universidade de Harvard, conforme mencionado no texto?;128987800.
Qual é o nome de uma imagem associada à Universidade de Harvard?;"John Harvard statue at Harvard University.jpg""."
Quais são alguns nomes de pessoas que tiveram a Universidade de Harvard como alma mater?;Harry S. Truman, John F. Kennedy, Martin Luther King Jr., entre outros.
Qual é o tipo de instituição da Universidade de Harvard, conforme mencionado no texto?;Institution108053576.
