pergunta;resposta
Qual é a capital e a maior cidade de Victoria?;Melbourne
Em que ano Victoria foi estabelecida como colônia?;1851
Qual é o nome do rio cuja foz está localizada em Victoria?;Wallagaraugh
Quem é o atual governador de Victoria?;Linda Dessau
Quantos representantes Victoria tem no Parlamento Australiano?;38
Qual é a área de Victoria em quilômetros quadrados?;227.444
Qual é a universidade mais antiga em Victoria?;Universidade de Melbourne
Qual é a posição de Victoria em termos de PIB entre os estados australianos?;Segundo
Que evento esportivo importante Victoria sediou em 1956?;Olimpíadas
Qual é o nome do maior reservatório em Victoria?;Rocklands Reservoir
