pergunta;resposta
Qual foi o número aproximado de soldados envolvidos na guerra franco-indiana?;Aproximadamente 10,000 soldados.
Qual foi o número total de mortes no conflito da guerra franco-indiana?;Cerca de 1500 pessoas morreram.
Quem foram alguns dos comandantes da guerra franco-indiana?;Comandantes incluíram Capitão Jacobs, D'Beaujeu, Edward Braddock, James Abercrombie e James Wolfe.
Qual foi o período em que a guerra franco-indiana ocorreu?;Da primavera de 1754 até 1763.
Quais foram alguns dos inimigos principais da Guerra franco-indiana?;Inimigos incluíram Algonquin, Catawba, Ojibwa, Shawnee e Wabanaki Confederacy.
Qual foi o conflito principal em que a guerra franco-indiana ocorreu?;A guerra franco-indiana foi parte da Guerra dos Sete Anos (ou Guerra das Duas Casas).
Quem eram alguns dos líderes indígenas envolvidos na guerra franco-indiana?;Alguns lideres indígenas incluíram Bémino, Chevalier de Lévis e Sayenqueraghta.
Qual foi o local em que ocorreu a batalha do Monongahela?;A batalha do Monongahela ocorreu na noite da batida a Fort Necessity.
Quem são alguns dos personagens históricos mencionados na guerra franco-indiana?;Personagens históricos mencionados incluem Bémino, Capitão Jacobs, D'Beaujeu e Edward Braddock.
Qual foi o período histórico da Guerra franco-indiana em que ocorreu?;Foi um conflito da década de 1750 na Nova França e nos Colonizadores Americanos.
