pergunta;resposta
Quem cunhou o termo sistema imunitário em 1882?;Ilya Ilyich Mechnikov
Qual é a base científica da vacinação?;Imunidade adquirida e memória imunológica
O que ocorre em uma pessoa com imunodeficiência?;Existem infecções recorrentes e risco de vida
Quais são exemplos de doenças autoimunes mencionadas no texto?;Artrite reumatóide e diabetes tipo 1
Qual organismo unicelular possui um sistema imunitário rudimentar?;Unicelulares simples possuem enzimas protetoras
Quais são algumas defesas básicas encontradas em eucariotas?;Fagocitose, defensinas e sistema complemento
Qual célula faz parte do sistema imunitário humano que evoluiu para reconhecer agentes patogénicos específicos?;T cell (linfócito T)
Quem atua na disciplina de Imunologia e é conhecido por seu trabalho nessa área?;Charles Surh
Qual célula faz parte do sistema imunitário e está associada à produção de anticorpos?;B cell (linfócito B)
Quais são exemplos de células que fazem parte do sistema imunitário humano mencionados no texto?;Basophil, mast cell e eosinophil
