pergunta;resposta
Quem são os Huguenotes?;Os Huguenotes eram protestantes franceses.
Qual é a origem religiosa dos Huguenotes?;Protestante
Em qual país os Huguenotes eram predominantemente encontrados?;França
O que aconteceu com muitos Huguenotes após a Revogação do Edito de Nantes em 1685?;Muitos foram forçados ao exílio.
Qual foi o documento legal que concedeu aos Huguenotes liberdade para praticar sua religião na França?;Edito de Nantes
Quem assinou o Edito de Nantes em 1598, garantindo direitos aos Huguenotes?;Henrique IV
Por que os Huguenotes enfrentaram perseguição na França durante a Idade Moderna?;Por suas crenças protestantes em um país predominantemente católico.
Qual era o objetivo principal do Edito de Nantes para os Huguenotes?;Garantir liberdade religiosa
Onde os Huguenotes buscaram refúgio após a revogação do Edito de Nantes em 1685?;Países como Holanda, Inglaterra e América.
Quem foi o monarca francês responsável pela revogação do Edito de Nantes?;Luís XIV
