pergunta;resposta
Qual é a definição de Geologia?;"Geologia, do grego γη- (geo-, ""terra"") e λογος (logos, ""palavra"", ""razão""), é uma das ciências da Terra que se dedica ao estudo da crosta terrestre, da matéria que a compõe, o seu mecanismo de formação, as alterações que ocorrem desde a sua origem e a estrutura que a sua superfície possui atualmente."
Quem introduziu definitivamente o termo Geologia?;Horace-Bénédict de Saussure, em 1779.
Qual é a relação entre Geologia e Geofísica?;A geologia serve-se também de ferramentas fornecidas pela geofísica, que estuda o interior da Terra utilizando métodos como sismologia e magnetismo.
Quais são algumas das áreas de aplicação da Geologia?;A geologia ajuda a localizar e gerenciar recursos naturais, como petróleo, carvão, ouro, ferro, cobre, urânio, gemas e outros minerais industriais.
Qual é o objetivo da Astrogeologia?;Estudar processos semelhantes àqueles observados na Terra em outros corpos celestes, como luas e planetas.
Como a Geologia está relacionada com a Biologia?;A geologia fornece suporte para muitos estudos da biologia, ajudando a entender a história da vida na Terra e suas relações com o ambiente geológico.
Qual é a função dos Conselhos Regionais de Engenharia e Agronomia (CREA) no Brasil?;Os CREAs regulamentam e fiscalizam a profissão de geólogo no Brasil, conforme a Lei nº 4.076, de 23 de junho de 1962.
Quantos cursos presenciais de graduação em Geologia existem no Brasil?;Existem 35 cursos presenciais de graduação em Geologia e Engenharia Geológica, distribuídos em 18 das 27 unidades federativas brasileiras.
Qual é a relação entre a Tectônica de Placas e a crosta terrestre?;A tectônica de placas descreve como a litosfera, que é rígida e formada pela crosta e o manto superior, se encontra fragmentada em placas, movendo-se de forma relativa, afetando assim a formação da crosta terrestre.
Qual foi um dos primeiros usos da Geologia para fins práticos?;A geologia foi usada para identificar e explorar fontes de minerais valiosos, como metais preciosos.
Como a Geologia contribuiu para o desenvolvimento da Teoria da Evolução?;A geologia forneceu evidências sobre a antiguidade da Terra, permitindo que Charles Darwin desenvolvesse sua teoria da seleção natural e da evolução.
