pergunta;resposta
Quais são os dois cientistas que descobriram o oxigénio de forma independente?;Carl Wilhelm Scheele e Joseph Priestley
De onde surge o nome 'oxigénio'?;Do grego ὀξύς («ácido») e γόνος (-gonos) («produtor»)
A qual grupo químico pertence o oxigénio?;Os calcogénios
Qual a proporção do oxigénio na atmosfera terrestre?;20,8%
Por que motivo o oxigénio é fundamental para a vida na Terra?;É essencial para a respiração celular e faz parte de moléculas orgânicas
Qual fator está causando a diminuição do oxigénio atmosférico global?;Emissões provenientes da queima de combustíveis fósseis
Como o ozono se relaciona com a radiação ultravioleta?;Absorve-a, protegendo a biosfera, mas é contaminante no solo
Quem cunhou o nome 'oxigénio' e em que ano?;Antoine Lavoisier, em 1777
Qual a porcentagem de oxigénio na crosta terrestre?;Cerca de metade da massa, como compostos óxidos
Quais são algumas das aplicações industriais do oxigénio?;Produção de aço, plásticos, soldadura e propelentes para foguetes
