pergunta;resposta
Qual é a população da Austrália?;25 milhões de habitantes.
Quais são os maiores exportadores de carne na região?;Fazendas de gado e indústria agropecuária.
"Em que localidade foi filmado o filme ""Mad Max: Fury Road""?";Regiões desérticas da Austrália.
Qual é o maior parque natural do país?;Parque Nacional de Uluru-Kata Tjuta.
Qual é a principal indústria da Austrália?;Extração mineral e siderurgia.
Quais são os principais programas de TV produzidos na Austrália?;"The Voice"" e ""MasterChef""."
Qual é o maior aeroporto do país?;Aeroporto Internacional de Sydney.
Qual é a principal rede ferroviária da Austrália?;Australian Rail Track Corporation (ARTC).
Quais são os principais museus e galerias de arte da capital, Canberra?;Museu Nacional da Austrália e Galeria Nacional da Austrália.
Qual é a principal cidade portuária do país?;Sydney.
