pergunta;resposta
Quando começou a crise do petróleo de 1973?;outubro de 1973
Quais países foram inicialmente alvos do embargo petrolífero em 1973?;Canadá, Japão, Holanda, Reino Unido e Estados Unidos
Qual foi aumento no preço do petróleo até março de 1974?;de US$ 3 para quase US$ 12 por barril
Qual foi outro termo usado para descrever a crise petrolífera de 1973?;primeiro choque do petróleo
Quantos países foram afetados pelo embargo, incluindo os adicionais?;setembro países, incluindo Portugal, Rodésia e África do Sul
Por que alguns países europeus e o Japão evitaram o embargo?;para não serem alvos do boicote
O que fez a administração Nixon além de controlar os preços?;negociou com Israel para retirar tropas da Península do Sinai e Colinas de Golan
Qual foi um desafio econômico nos EUA após a crise?;aumento significativo no preço do petróleo
Como o embargo afetou a inflação global?;provocou aumento generalizado de preços e desestabilização econômica
Qual foi uma consequência significativa da crise petrolífera?;fortalecimento dos movimentos a favor do ambientalismo e eficiência energética
