pergunta;resposta
Quem eram os huguenotes?;Protestantes franceses do século XVI e XVII.
A qual corrente do protestantismo os huguenotes pertenciam?;Calvinismo.
Qual era a principal motivação dos conflitos envolvendo os huguenotes?;Diferenças religiosas.
Qual o nome do decreto que concedeu aos huguenotes liberdade de culto limitada?;Edito de Nantes.
Em que ano o Edito de Nantes foi revogado?;1685.
Qual foi uma consequência da revogação do Edito de Nantes?;Êxodo de huguenotes da França.
Para onde muitos huguenotes emigraram após a revogação do Edito de Nantes?;Inglaterra, Holanda, Prússia e América do Norte.
Qual era a relação entre os huguenotes e a Coroa Francesa?;Frequentemente conflituosa, marcada por perseguições e guerras.
O que caracterizava a fé dos huguenotes?;A adesão aos princípios calvinistas.
Qual o impacto da emigração huguenote para os países que os receberam?;Contribuição para o desenvolvimento econômico e cultural.
