pergunta;resposta
Qual é o país onde Vitória localiza-se?;Austrália
Vitória é um estado ou uma cidade na Austrália?;Estado
Quantos estados existem na Austrália, incluindo Vitória?;Seis
Qual é a capital de Vitória?;Melbourne
Quais são os dois principais rios que cortam o estado de Vitória?;Rio Murray e Rio Goulburn
Qual é a montanha mais famosa localizada em Vitória?;Monte Wellington
A costa de Vitória faz fronteira com qual grande massa d'água?;Oceano Pacífico
Qual é a característica geográfica principal do estado de Vitória?;Serra Grampians e Great Dividing Range
Por que Vitória é conhecido em termos culturais na Austrália?;Pela sua vibrante cena artística, musical e de teatro.
Qual evento anual famoso acontece em Melbourne, a capital de Vitória?;O Festival Internacional de Cinema
