pergunta;resposta
A qual indústria pertence o Grupo DPSP?;Pharmacy
Qual é o editor da revista Current Trends in Biotechnology and Pharmacy?;Pharmacy
Em qual área atua Pierre Joseph Pelletier?;Pharmacy
Qual é a ocupação de Karl Gether Bomhoff?;Pharmacy
Qual disciplina é abordada pela revista Journal of Clinical Pharmacy and Therapeutics?;Pharmacy
Qual é a imagem representativa associada à palavra 'Pharmacy'?;Medicin man.jpg
Qual é o hiperônimo de BAFS Building?;Pharmacy
Qual é a formação acadêmica disponível em Pharmacy?;Doctor of Pharmacy, Master of Pharmacy, Bachelor of Pharmacy, Diploma in Pharmacy
Qual é a ocupação de Isa Marte Hussaini?;Pharmacy
Qual é o modelo de página wiki usado por Pharmacy?;Template:Allied health professions
